ISOdate,Year,Month,soi3m,nino5m,CEI,category,code
1950-01-01,1950,1,,,,,
1950-02-01,1950,2,,,,,
1950-03-01,1950,3,1.5303727458131862,,,,
1950-04-01,1950,4,1.9089728788318063,,,,
1950-05-01,1950,5,1.7283885849699965,-1.9382660408391443,-3.666654625809141,CEI NINA,-3.0
1950-06-01,1950,6,2.1732026473737918,-1.7750018043277205,-3.9482044517015122,CEI NINA,-3.0
1950-07-01,1950,7,2.508829139202625,-1.5863517227948938,-4.095180861997519,CEI NINA,-3.0
1950-08-01,1950,8,2.6758662052137807,-1.5002993855178821,-4.176165590731663,CEI NINA,-3.0
1950-09-01,1950,9,1.7184643662977572,-1.406136554623812,-3.1246009209215693,CEI NINA,-3.0
1950-10-01,1950,10,1.4809128475260704,-1.1898296898568108,-2.670742537382881,CEI NINA,-3.0
1950-11-01,1950,11,1.330698903466151,-1.1720677088354468,-2.5027666123015977,CEI NINA,-3.0
1950-12-01,1950,12,1.9301469481916498,-1.2535781696869035,-3.183725117878553,CEI NINA,-3.0
1951-01-01,1951,1,1.8406526963845524,-1.3180565939425342,-3.158709290327087,CEI NINA,-3.0
1951-02-01,1951,2,1.762411877412883,-1.3180565939425342,-3.080468471355417,CEI NINA,-3.0
1951-03-01,1951,3,1.0121769341036924,-1.2639596015167416,-2.276136535620434,CEI NINA,-3.0
1951-04-01,1951,4,0.49183614189579944,-1.1329751296012143,-1.6248112714970138,NINO3.4 NINA,-1.0
1951-05-01,1951,5,0.01640291390559272,-0.8993118084937018,-0.9157147223992945,NINO3.4 NINA,-1.0
1951-06-01,1951,6,0.2678875096534549,-0.6606199813436161,-0.928507490997071,NINO3.4 NINA,-1.0
1951-07-01,1951,7,-0.08030333595810403,-0.29678323768228515,-0.21647990172418113,Neutral,0.0
1951-08-01,1951,8,0.14770089657871538,-0.04284368253212186,-0.19054457911083725,Neutral,0.0
1951-09-01,1951,9,-0.4545403219821297,0.25813673559698985,0.7126770575791195,Neutral,0.0
1951-10-01,1951,10,-0.3912762116275949,0.46957730419375465,0.8608535158213495,Neutral,0.0
1951-11-01,1951,11,-0.6045980717594955,0.7063226128757504,1.310920684635246,NINO3.4 NINO,1.0
1951-12-01,1951,12,-0.43889749518725285,0.7026728907480748,1.1415703859353277,NINO3.4 NINO,1.0
1952-01-01,1952,1,-0.5047868898268231,0.6406276145775627,1.1454145044043857,NINO3.4 NINO,1.0
1952-02-01,1952,2,-0.5707462496911143,0.4654409524490565,1.0361872021401708,Neutral,0.0
1952-03-01,1952,3,-0.3288295170135896,0.30785406146957234,0.6366835784831619,Neutral,0.0
1952-04-01,1952,4,-0.18736977978156902,0.14686076317092375,0.33423054295249277,Neutral,0.0
1952-05-01,1952,5,0.3411080299095023,0.06178168512796036,-0.27932634478154195,Neutral,0.0
1952-06-01,1952,6,0.6309212883041392,-0.0693649966599108,-0.70028628496405,Neutral,0.0
1952-07-01,1952,7,0.9703177987164485,-0.19459101810732404,-1.1649088168237727,Neutral,0.0
1952-08-01,1952,8,0.6021502694003591,-0.3056236757248806,-0.9077739451252397,Neutral,0.0
1952-09-01,1952,9,0.03555714212028723,-0.39638009929978896,-0.43193724142007617,Neutral,0.0
1952-10-01,1952,10,-0.030234382388073418,-0.47691730091719997,-0.44668291852912656,Neutral,0.0
1952-11-01,1952,11,-0.034753357139275215,-0.4810536526618989,-0.44630029552262374,Neutral,0.0
1952-12-01,1952,12,-0.34833196213623563,-0.384944303299731,-0.03661234116349538,Neutral,0.0
1953-01-01,1953,1,-0.37621583100355394,-0.22800625180961154,0.1482095791939424,Neutral,0.0
1953-02-01,1953,2,-0.47506549171385365,-0.06985162627693244,0.40521386543692123,Neutral,0.0
1953-03-01,1953,3,-0.09319620143303753,0.07670499338334992,0.16990119481638744,Neutral,0.0
1953-04-01,1953,4,-0.10629910439791329,0.2636518712565951,0.3699509756545084,Neutral,0.0
1953-05-01,1953,5,-1.0663654063154184,0.3951229727891456,1.461488379104564,SOI NINO,2.0
1953-06-01,1953,6,-0.9488203606533673,0.4318635088744259,1.3806838695277932,Neutral,0.0
1953-07-01,1953,7,-1.0280207722858583,0.40396341083173753,1.431984183117596,SOI NINO,2.0
1953-08-01,1953,8,-0.46426378131605367,0.3756577881081975,0.8399215694242512,Neutral,0.0
1953-09-01,1953,9,-0.9989993532335721,0.3530295109165963,1.3520288641501685,Neutral,0.0
1953-10-01,1953,10,-0.9442825438619512,0.3162889748313117,1.260571518693263,Neutral,0.0
1953-11-01,1953,11,-0.49403954508368253,0.29025429032054956,0.7842938354042321,Neutral,0.0
1953-12-01,1953,12,-0.14695464592573504,0.3036366047887001,0.4505912507144351,Neutral,0.0
1954-01-01,1954,1,0.01969214405623976,0.3340509558526767,0.31435881179643693,Neutral,0.0
1954-02-01,1954,2,0.03693551236750587,0.3559492886187399,0.31901377625123406,Neutral,0.0
1954-03-01,1954,3,0.2776231987754006,0.2713568401927999,-0.006266358582600717,Neutral,0.0
1954-04-01,1954,4,0.344816403718843,-0.008860714276636846,-0.35367711799547985,Neutral,0.0
1954-05-01,1954,5,0.6855254095755908,-0.28615849104393165,-0.9716839006195225,Neutral,0.0
1954-06-01,1954,6,0.6642181789551201,-0.558427761768654,-1.2226459407237742,NINO3.4 NINA,-1.0
1954-07-01,1954,7,0.5882084694844283,-0.873439333855281,-1.4616478033397093,NINO3.4 NINA,-1.0
1954-08-01,1954,8,0.8031631772808028,-1.1353271727501622,-1.938490350030965,NINO3.4 NINA,-1.0
1954-09-01,1954,9,0.869078784096488,-1.2625808176018432,-2.131659601698331,NINO3.4 NINA,-1.0
1954-10-01,1954,10,0.7767188727348017,-1.3698826481555535,-2.1466015208903553,NINO3.4 NINA,-1.0
1954-11-01,1954,11,0.4059336687292694,-1.4445802943686779,-1.8505139630979472,NINO3.4 NINA,-1.0
1954-12-01,1954,12,0.7258258934820074,-1.5455559399010794,-2.271381833383087,NINO3.4 NINA,-1.0
1955-01-01,1955,1,0.43982145510229226,-1.529740477347812,-1.9695619324501044,NINO3.4 NINA,-1.0
1955-02-01,1955,2,0.8243593945893595,-1.4032167769216692,-2.2275761715110285,NINO3.4 NINA,-1.0
1955-03-01,1955,3,0.5925337286605996,-1.3247883036446948,-1.9173220323052944,NINO3.4 NINA,-1.0
1955-04-01,1955,4,0.7677659309866034,-1.3422258649213736,-2.109991795907977,NINO3.4 NINA,-1.0
1955-05-01,1955,5,0.8671340529930228,-1.325112723389375,-2.192246776382398,NINO3.4 NINA,-1.0
1955-06-01,1955,6,1.4112071139659825,-1.3248694085808665,-2.736076522546849,CEI NINA,-3.0
1955-07-01,1955,7,2.2254121590071487,-1.3333043219426093,-3.558716480949758,CEI NINA,-3.0
1955-08-01,1955,8,2.27885061698891,-1.4224386467941026,-3.7012892637830124,CEI NINA,-3.0
1955-09-01,1955,9,1.9956108381635838,-1.4377674797303492,-3.4333783178939328,CEI NINA,-3.0
1955-10-01,1955,10,1.7722941058587054,-1.6521278260292576,-3.424421931887963,CEI NINA,-3.0
1955-11-01,1955,11,1.6167353558612907,-1.9725734288393137,-3.5893087847006044,CEI NINA,-3.0
1955-12-01,1955,12,1.4593544665669287,-2.251168884585339,-3.7105233511522675,CEI NINA,-3.0
1956-01-01,1956,1,1.2578726973130914,-2.2669843471386075,-3.524857044451699,CEI NINA,-3.0
1956-02-01,1956,2,1.1752123999521211,-2.176957867989236,-3.352170267941357,CEI NINA,-3.0
1956-03-01,1956,3,1.2992027528460308,-1.8308831053492667,-3.1300858581952973,CEI NINA,-3.0
1956-04-01,1956,4,1.305247173285573,-1.4395517883260986,-2.7447989616116715,CEI NINA,-3.0
1956-05-01,1956,5,1.6689780709990545,-1.091530507218033,-2.7605085782170873,CEI NINA,-3.0
1956-06-01,1956,6,1.8269594710856039,-0.9233999745363739,-2.750359445621978,CEI NINA,-3.0
1956-07-01,1956,7,1.9800296836718287,-0.941567480238589,-2.921597163910418,CEI NINA,-3.0
1956-08-01,1956,8,1.711752705771243,-1.016102916579374,-2.727855622350617,CEI NINA,-3.0
1956-09-01,1956,9,1.0856183206884464,-1.0362980456858566,-2.121916366374303,CEI NINA,-3.0
1956-10-01,1956,10,1.2371027470716143,-1.1046695068776777,-2.341772253949292,CEI NINA,-3.0
1956-11-01,1956,11,0.7751493958222205,-1.2012654858568654,-1.9764148816790859,NINO3.4 NINA,-1.0
1956-12-01,1956,12,1.1559901059461322,-1.2195140964952504,-2.3755042024413826,CEI NINA,-3.0
1957-01-01,1957,1,0.651800619402862,-1.1136721547926118,-1.7654727741954739,NINO3.4 NINA,-1.0
1957-02-01,1957,2,0.577002302760002,-0.9506512330896975,-1.5276535358496994,NINO3.4 NINA,-1.0
1957-03-01,1957,3,0.3041968968659852,-0.6386405436413821,-0.9428374405073674,NINO3.4 NINA,-1.0
1957-04-01,1957,4,0.22468988755374622,-0.2400097823628601,-0.46469966991660633,Neutral,0.0
1957-05-01,1957,5,-0.10363341945366844,0.16397390470292147,0.26760732415658994,Neutral,0.0
1957-06-01,1957,6,-0.15667043310201387,0.44889554547025207,0.6055659785722659,Neutral,0.0
1957-07-01,1957,7,-0.20268932698896733,0.7129732176417404,0.9156625446307077,NINO3.4 NINO,1.0
1957-08-01,1957,8,-0.09902836566520108,0.8355227761955247,0.9345511418607259,NINO3.4 NINO,1.0
1957-09-01,1957,9,-0.5465389773397981,0.8761563492169954,1.4226953265567934,NINO3.4 NINO,1.0
1957-10-01,1957,10,-0.6151742445901086,0.8807793305787186,1.4959535751688273,NINO3.4 NINO,1.0
1957-11-01,1957,11,-0.787331297500922,0.9934340869196893,1.7807653844206113,NINO3.4 NINO,1.0
1957-12-01,1957,12,-0.509132319575109,1.1284738056437464,1.6376061252188554,NINO3.4 NINO,1.0
1958-01-01,1958,1,-1.073200322068395,1.3413742630915828,2.414574585159978,CEI NINO,3.0
1958-02-01,1958,2,-0.8187350357576015,1.5530581464968607,2.3717931822544625,NINO3.4 NINO,1.0
1958-03-01,1958,3,-0.6153399505060958,1.6290534716887173,2.244393422194813,NINO3.4 NINO,1.0
1958-04-01,1958,4,0.06338221312445431,1.5069905427519596,1.4436083296275053,NINO3.4 NINO,1.0
1958-05-01,1958,5,0.026538275348111685,1.2759225796019096,1.249384304253798,NINO3.4 NINO,1.0
1958-06-01,1958,6,0.08764417292891304,0.9501240510045889,0.8624798780756758,NINO3.4 NINO,1.0
1958-07-01,1958,7,0.09476205274856125,0.6156472942370163,0.520885241488455,NINO3.4 NINO,1.0
1958-08-01,1958,8,0.6917408310795891,0.3634920476826075,-0.32824878339698155,Neutral,0.0
1958-09-01,1958,9,0.4107157510501589,0.14864507176667405,-0.2620706792834848,Neutral,0.0
1958-10-01,1958,10,0.267120252062217,-0.002453424319163369,-0.26957367638138036,Neutral,0.0
1958-11-01,1958,11,-0.300442023964674,-0.052819589681107164,0.24762243428356684,Neutral,0.0
1958-12-01,1958,12,-0.3939521608322315,-0.08323394074508295,0.31071822008714856,Neutral,0.0
1959-01-01,1959,1,-0.661943600187517,0.037206889468264844,0.6991504896557819,Neutral,0.0
1959-02-01,1959,2,-0.8680473331408295,0.2196929958521248,1.0877403289929544,Neutral,0.0
1959-03-01,1959,3,-0.21345389520387162,0.31758665381004464,0.5310405490139163,Neutral,0.0
1959-04-01,1959,4,0.26080062754124983,0.3123148329589567,0.05151420541770685,Neutral,0.0
1959-05-01,1959,5,0.8550385776431495,0.26616612427788433,-0.5888724533652652,Neutral,0.0
1959-06-01,1959,6,0.3211420923804627,0.06689129610670604,-0.2542507962737567,Neutral,0.0
1959-07-01,1959,7,-0.0337777474076802,-0.20918990661803166,-0.17541215921035147,Neutral,0.0
1959-08-01,1959,8,-0.33023344701432533,-0.4102490433849594,-0.08001559637063405,Neutral,0.0
1959-09-01,1959,9,-0.22658282245668163,-0.6031976865348289,-0.37661486407814726,NINO3.4 NINA,-1.0
1959-10-01,1959,10,0.14030851425187169,-0.6667028515564127,-0.8070113658082845,NINO3.4 NINA,-1.0
1959-11-01,1959,11,0.5876216712668875,-0.6830049437267026,-1.27062661499359,NINO3.4 NINA,-1.0
1959-12-01,1959,12,0.8951062253476717,-0.5698635577687078,-1.4649697831163795,NINO3.4 NINA,-1.0
1960-01-01,1960,1,0.7153983819781544,-0.5248503181940226,-1.240248700172177,NINO3.4 NINA,-1.0
1960-02-01,1960,2,0.3261882551770712,-0.5005188373428419,-0.826707092519913,NINO3.4 NINA,-1.0
1960-03-01,1960,3,0.35418175107334143,-0.49751795470453014,-0.8516997057778716,Neutral,0.0
1960-04-01,1960,4,0.6382272045582993,-0.46629255427884553,-1.104519758837145,Neutral,0.0
1960-05-01,1960,5,0.9660550281194406,-0.4759440416831463,-1.4419990698025869,Neutral,0.0
1960-06-01,1960,6,0.6855752687239355,-0.48300017112999233,-1.1685754398539279,Neutral,0.0
1960-07-01,1960,7,0.6128721246993638,-0.3965423091721278,-1.0094144338714917,Neutral,0.0
1960-08-01,1960,8,0.6552366535607604,-0.32752200849094204,-0.9827586620517025,Neutral,0.0
1960-09-01,1960,9,0.8401070036471956,-0.3136530644057708,-1.1537600680529665,Neutral,0.0
1960-10-01,1960,10,0.6338848733081149,-0.3503936004910554,-0.9842784737991703,Neutral,0.0
1960-11-01,1960,11,0.51815472904744,-0.3374979156399274,-0.8556526446873673,Neutral,0.0
1960-12-01,1960,12,0.5307535254278785,-0.3557465262783123,-0.8865000517061907,Neutral,0.0
1961-01-01,1961,1,0.4288381327394057,-0.40805921010835305,-0.8368973428477587,Neutral,0.0
1961-02-01,1961,2,0.43061332668813906,-0.40562606202323537,-0.8362393887113744,Neutral,0.0
1961-03-01,1961,3,-0.415100605517513,-0.378293698533742,0.03680690698377098,Neutral,0.0
1961-04-01,1961,4,0.01226370434897351,-0.35436774236341206,-0.36663144671238557,Neutral,0.0
1961-05-01,1961,5,-0.06527113114788535,-0.300757379554641,-0.23548624840675564,Neutral,0.0
1961-06-01,1961,6,0.5512438715630762,-0.18858925283069805,-0.7398331243937742,Neutral,0.0
1961-07-01,1961,7,0.3257435373109397,-0.16296009300078684,-0.48870363031172653,Neutral,0.0
1961-08-01,1961,8,0.2792914438772384,-0.20343145614991776,-0.4827229000271562,Neutral,0.0
1961-09-01,1961,9,0.2778291763842363,-0.340417693342071,-0.6182468697263073,Neutral,0.0
1961-10-01,1961,10,0.025116387241201504,-0.5328797068749163,-0.5579960941161177,NINO3.4 NINA,-1.0
1961-11-01,1961,11,0.14732812222302819,-0.7049032764927666,-0.8522313987157948,NINO3.4 NINA,-1.0
1961-12-01,1961,12,0.6347358653616769,-0.7961463296846957,-1.4308821950463726,NINO3.4 NINA,-1.0
1962-01-01,1962,1,1.3470186382659837,-0.8095286441528453,-2.156547282418829,CEI NINA,-3.0
1962-02-01,1962,2,1.320323009757977,-0.7341010535141826,-2.0544240632721595,CEI NINA,-3.0
1962-03-01,1962,3,0.9001907686428908,-0.6556725802372083,-1.555863348880099,NINO3.4 NINA,-1.0
1962-04-01,1962,4,0.43350290506200095,-0.6658106972585325,-1.0993136023205334,NINO3.4 NINA,-1.0
1962-05-01,1962,5,0.8019896114746058,-0.7119594059396048,-1.5139490174142107,NINO3.4 NINA,-1.0
1962-06-01,1962,6,1.053474207222468,-0.7019834987906238,-1.7554577060130918,CEI NINA,-3.0
1962-07-01,1962,7,0.9543185396289431,-0.6520228581095319,-1.606341397738475,NINO3.4 NINA,-1.0
1962-08-01,1962,8,0.656875042212261,-0.6219329267902372,-1.2788079690024983,NINO3.4 NINA,-1.0
1962-09-01,1962,9,0.49075862486589933,-0.6664595367479006,-1.1572181616138,NINO3.4 NINA,-1.0
1962-10-01,1962,10,0.8899058339116233,-0.6788685919820043,-1.5687744258936276,NINO3.4 NINA,-1.0
1962-11-01,1962,11,0.7781842941040712,-0.7632988305356022,-1.5414831246396734,NINO3.4 NINA,-1.0
1962-12-01,1962,12,0.636133342537319,-0.9080711416001299,-1.544204484137449,NINO3.4 NINA,-1.0
1963-01-01,1963,1,0.5447090951535882,-1.0066136390474147,-1.551322734201003,NINO3.4 NINA,-1.0
1963-02-01,1963,2,0.5142103698233993,-0.9287529003236343,-1.4429632701470336,NINO3.4 NINA,-1.0
1963-03-01,1963,3,0.8741501373181972,-0.7554316517270526,-1.62958178904525,NINO3.4 NINA,-1.0
1963-04-01,1963,4,0.8051537716927871,-0.5295544044919174,-1.3347081761847046,NINO3.4 NINA,-1.0
1963-05-01,1963,5,0.8869169175734612,-0.3494203412570035,-1.2363372588304649,Neutral,0.0
1963-06-01,1963,6,0.26400842449056616,-0.15209203155392553,-0.4161004560444917,Neutral,0.0
1963-07-01,1963,7,-0.001286558399347821,0.10955249253244423,0.11083905093179205,Neutral,0.0
1963-08-01,1963,8,-0.20256550630898157,0.2856313089588272,0.4881968152678088,Neutral,0.0
1963-09-01,1963,9,-0.16825191018644922,0.42359080538502275,0.591842715571472,Neutral,0.0
1963-10-01,1963,10,-0.571827719466345,0.6593628548329685,1.2311905742993137,NINO3.4 NINO,1.0
1963-11-01,1963,11,-0.9158888937843971,0.8717766826637825,1.7876655764481795,NINO3.4 NINO,1.0
1963-12-01,1963,12,-1.1273707005776379,0.9654528839408318,2.0928235845184697,CEI NINO,3.0
1964-01-01,1964,1,-0.8412145394291926,0.9788351984089815,1.8200497378381741,NINO3.4 NINO,1.0
1964-02-01,1964,2,-0.4772854416807554,0.9301722367066191,1.4074576783873745,NINO3.4 NINO,1.0
1964-03-01,1964,3,0.36069838636405227,0.6874251627480007,0.3267267763839484,NINO3.4 NINO,1.0
1964-04-01,1964,4,0.9527694100499906,0.2952827963631297,-0.6574866136868609,Neutral,0.0
1964-05-01,1964,5,1.1341804345292392,-0.1888325676392067,-1.3230130021684459,SOI NINA,-2.0
1964-06-01,1964,6,1.1396902607399109,-0.6241227600668435,-1.7638130208067544,CEI NINA,-3.0
1964-07-01,1964,7,0.9838595274249728,-0.9391343321534705,-1.9229938595784435,NINO3.4 NINA,-1.0
1964-08-01,1964,8,1.4012294655457513,-1.1718243940269346,-2.5730538595726857,CEI NINA,-3.0
1964-09-01,1964,9,1.4670173000267361,-1.3185432235595602,-2.7855605235862964,CEI NINA,-3.0
1964-10-01,1964,10,1.6612060858103346,-1.3893478328364988,-3.050553918646833,CEI NINA,-3.0
1964-11-01,1964,11,1.1027397813796078,-1.4640454790496242,-2.5667852604292323,CEI NINA,-3.0
1964-12-01,1964,12,0.5052219558264611,-1.5650211245820256,-2.0702430804084866,NINO3.4 NINA,-1.0
1965-01-01,1965,1,-0.12520712032813783,-1.4932432560710405,-1.3680361357429027,NINO3.4 NINA,-1.0
1965-02-01,1965,2,-0.10858013358397389,-1.279126224580644,-1.17054609099667,NINO3.4 NINA,-1.0
1965-03-01,1965,3,0.2281044098215394,-1.0230779410900457,-1.2511823509115851,NINO3.4 NINA,-1.0
1965-04-01,1965,4,0.07579714847787908,-0.7412382878971934,-0.8170354363750725,NINO3.4 NINA,-1.0
1965-05-01,1965,5,0.08096632248574738,-0.3932170067891289,-0.4741833292748763,Neutral,0.0
1965-06-01,1965,6,-0.5172328055437508,-0.05476610814919974,0.4624666973945511,Neutral,0.0
1965-07-01,1965,7,-1.1242626622273564,0.23850934104370555,1.362772003271062,SOI NINO,2.0
1965-08-01,1965,8,-1.5393600355185604,0.5678764868325307,2.107236522351091,CEI NINO,3.0
1965-09-01,1965,9,-1.7052209081955332,0.9029209781532955,2.608141886348829,CEI NINO,3.0
1965-10-01,1965,10,-1.1665695772236233,1.2214200624952585,2.3879896397188816,CEI NINO,3.0
1965-11-01,1965,11,-1.4694659443205342,1.4776305558581988,2.9470965001787333,CEI NINO,3.0
1965-12-01,1965,12,-0.8770391359225346,1.6321354592632014,2.509174595185736,NINO3.4 NINO,1.0
1966-01-01,1966,1,-0.9306064539741492,1.616319996709933,2.546926450684082,NINO3.4 NINO,1.0
1966-02-01,1966,2,-0.3886068223343116,1.5262935175605623,1.9149003398948738,NINO3.4 NINO,1.0
1966-03-01,1966,3,-0.8045340565393734,1.385738663176904,2.1902727197162775,NINO3.4 NINO,1.0
1966-04-01,1966,4,-0.5197554629258505,1.1152537010479397,1.6350091639737903,NINO3.4 NINO,1.0
1966-05-01,1966,5,-0.6718369194618687,0.7211648161949745,1.3930017356568434,NINO3.4 NINO,1.0
1966-06-01,1966,6,-0.14306930950443952,0.47809332249166986,0.6211626319961094,Neutral,0.0
